OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,CompStatDay,CompStatYear,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
752,2.01509E+14,4/4/2015,Saturday,Apr,4,2015,2200,Apr,15,2015,RAPE,FELONY,H,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
753,2.01503E+14,4/5/2015,Sunday,Apr,5,2015,200,Apr,5,2015,RAPE,FELONY,D,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
754,2.01512E+14,4/6/2015,Monday,Apr,6,2015,0,Aug,28,2015,RAPE,FELONY,I,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
755,2.01508E+14,4/6/2015,Monday,Apr,6,2015,0,Jun,18,2015,RAPE,FELONY,D,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
756,2.01504E+14,4/6/2015,Monday,Apr,6,2015,200,Apr,6,2015,RAPE,FELONY,C,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
757,2.01511E+14,4/6/2015,Monday,Apr,6,2015,900,Apr,7,2015,RAPE,FELONY,B,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
758,2.01511E+14,4/6/2015,Monday,Apr,6,2015,1500,Apr,16,2015,RAPE,FELONY,B,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
759,2.01505E+14,4/6/2015,Monday,Apr,6,2015,1800,Apr,7,2015,RAPE,FELONY,G,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
760,2.01512E+14,4/6/2015,Monday,Apr,6,2015,2300,Apr,7,2015,RAPE,FELONY,F,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
761,2.01506E+14,4/7/2015,Tuesday,Apr,7,2015,1500,Apr,7,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
762,2.01502E+14,4/8/2015,Wednesday,Apr,8,2015,1600,Apr,9,2015,RAPE,FELONY,E,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
763,2.01505E+14,4/9/2015,Thursday,Apr,9,2015,400,Apr,9,2015,RAPE,FELONY,H,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
764,2.01505E+14,4/11/2015,Saturday,Apr,11,2015,400,Apr,11,2015,RAPE,FELONY,H,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
765,2.01504E+14,4/11/2015,Saturday,Apr,11,2015,1400,Apr,15,2015,RAPE,FELONY,P,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
766,2.01502E+14,4/11/2015,Saturday,Apr,11,2015,1900,Apr,12,2015,RAPE,FELONY,D,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
767,2.01508E+14,4/12/2015,Sunday,Apr,12,2015,300,Apr,18,2015,RAPE,FELONY,B,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
768,2.01504E+14,4/12/2015,Sunday,Apr,12,2015,2000,Apr,12,2015,RAPE,FELONY,,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
769,2.01504E+14,4/12/2015,Sunday,Apr,12,2015,2000,Apr,13,2015,RAPE,FELONY,F,26,Manhattan,NYPD,996241,236149,40.81485029,-73.95668185
770,2.01512E+14,4/12/2015,Sunday,Apr,12,2015,2100,Apr,13,2015,RAPE,FELONY,K,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
771,2.01505E+14,4/13/2015,Monday,Apr,13,2015,0,Apr,13,2015,RAPE,FELONY,I,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
772,2.01512E+14,4/13/2015,Monday,Apr,13,2015,200,Apr,14,2015,RAPE,FELONY,P,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
773,2.01512E+14,4/14/2015,Tuesday,Apr,14,2015,100,Apr,15,2015,RAPE,FELONY,H,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
774,2.01503E+14,4/14/2015,Tuesday,Apr,14,2015,1700,Apr,17,2015,RAPE,FELONY,E,20,Manhattan,NYPD,991168,224929,40.78405987,-73.97502051
775,2.01505E+14,4/15/2015,Wednesday,Apr,15,2015,0,Jun,5,2015,RAPE,FELONY,G,42,Bronx,NYPD-HOUSING BUREAU,1008798,238971,40.82256992,-73.91130717
776,2.01508E+14,4/15/2015,Wednesday,Apr,15,2015,500,Apr,15,2015,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
777,2.01507E+14,4/15/2015,Wednesday,Apr,15,2015,500,Apr,15,2015,RAPE,FELONY,A,63,Brooklyn,NYPD,1000448,168068,40.62797776,-73.94164716
778,2.01507E+14,4/15/2015,Wednesday,Apr,15,2015,500,Apr,15,2015,RAPE,FELONY,A,63,Brooklyn,NYPD,1000448,168068,40.62797776,-73.94164716
779,2.01506E+14,4/16/2015,Thursday,Apr,16,2015,1000,Apr,17,2015,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
780,2.0151E+14,4/17/2015,Friday,Apr,17,2015,1700,Apr,18,2015,RAPE,FELONY,G,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
781,2.01507E+14,4/17/2015,Friday,Apr,17,2015,2200,Aug,18,2015,RAPE,FELONY,B,61,Brooklyn,NYPD,995244,155739,40.59414517,-73.96041495
782,2.01511E+14,4/17/2015,Friday,Apr,17,2015,2300,Apr,18,2015,RAPE,FELONY,I,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
783,2.01502E+14,4/17/2015,Friday,Apr,17,2015,2300,Apr,28,2015,RAPE,FELONY,F,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
784,2.01512E+14,4/18/2015,Saturday,Apr,18,2015,0,May,16,2015,RAPE,FELONY,E,109,Queens,NYPD-HOUSING BUREAU,1032198,217060,40.76233422,-73.82691731
785,2.01501E+14,4/18/2015,Saturday,Apr,18,2015,100,Apr,20,2015,RAPE,FELONY,E,1,Manhattan,NYPD,982285,201682,40.72025522,-74.00709028
786,2.01504E+14,4/18/2015,Saturday,Apr,18,2015,300,Apr,18,2015,RAPE,FELONY,D,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
787,2.01512E+14,4/18/2015,Saturday,Apr,18,2015,900,Apr,20,2015,RAPE,FELONY,C,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
788,2.01511E+14,4/18/2015,Saturday,Apr,18,2015,1400,Apr,18,2015,RAPE,FELONY,A,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
789,2.01502E+14,4/18/2015,Saturday,Apr,18,2015,1700,May,7,2015,RAPE,FELONY,D,10,Manhattan,NYPD-HOUSING BUREAU,984623,209859,40.7426993,-73.99865538
790,2.01503E+14,4/19/2015,Sunday,Apr,19,2015,400,Apr,22,2015,RAPE,FELONY,J,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
791,2.0151E+14,4/19/2015,Sunday,Apr,19,2015,400,Apr,20,2015,RAPE,FELONY,I,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
792,2.01506E+14,4/19/2015,Sunday,Apr,19,2015,500,May,3,2015,RAPE,FELONY,B,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
793,2.01506E+14,4/19/2015,Sunday,Apr,19,2015,600,Apr,19,2015,RAPE,FELONY,C,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
794,2.01511E+14,4/19/2015,Sunday,Apr,19,2015,2200,Apr,20,2015,RAPE,FELONY,J,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
795,2.01511E+14,4/20/2015,Monday,Apr,20,2015,0,Jul,31,2015,RAPE,FELONY,D,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
796,2.01508E+14,4/20/2015,Monday,Apr,20,2015,900,Apr,20,2015,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
797,2.01505E+14,4/20/2015,Monday,Apr,20,2015,1600,Apr,21,2015,RAPE,FELONY,H,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
798,2.01503E+14,4/21/2015,Tuesday,Apr,21,2015,0,Jul,1,2015,RAPE,FELONY,A,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
799,2.01512E+14,4/21/2015,Tuesday,Apr,21,2015,1600,Apr,22,2015,RAPE,FELONY,K,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
800,2.01508E+14,4/22/2015,Wednesday,Apr,22,2015,0,Apr,30,2015,RAPE,FELONY,H,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
801,2.01508E+14,4/22/2015,Wednesday,Apr,22,2015,0,May,21,2015,RAPE,FELONY,A,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
802,2.01506E+14,4/22/2015,Wednesday,Apr,22,2015,1500,Apr,22,2015,RAPE,FELONY,A,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
803,2.01508E+14,4/22/2015,Wednesday,Apr,22,2015,1600,Apr,22,2015,RAPE,FELONY,K,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
804,2.01502E+14,4/23/2015,Thursday,Apr,23,2015,1200,Aug,5,2015,RAPE,FELONY,E,7,Manhattan,NYPD,988708,200317,40.71650772,-73.9839199
805,2.01505E+14,4/24/2015,Friday,Apr,24,2015,1800,Apr,29,2015,RAPE,FELONY,D,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
806,2.01504E+14,4/25/2015,Saturday,Apr,25,2015,300,Apr,27,2015,RAPE,FELONY,E,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
807,2.01508E+14,4/25/2015,Saturday,Apr,25,2015,1200,May,20,2015,RAPE,FELONY,C,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
808,2.01506E+14,4/25/2015,Saturday,Apr,25,2015,1700,Apr,26,2015,RAPE,FELONY,H,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
809,2.01504E+14,4/26/2015,Sunday,Apr,26,2015,700,Sep,6,2015,RAPE,FELONY,A,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
810,2.01512E+14,4/26/2015,Sunday,Apr,26,2015,700,Apr,27,2015,RAPE,FELONY,J,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
811,2.01505E+14,4/26/2015,Sunday,Apr,26,2015,800,Apr,26,2015,RAPE,FELONY,B,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
812,2.01508E+14,4/26/2015,Sunday,Apr,26,2015,1500,Apr,26,2015,RAPE,FELONY,D,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
813,2.01508E+14,4/27/2015,Monday,Apr,27,2015,100,Apr,27,2015,RAPE,FELONY,K,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
814,2.01505E+14,4/27/2015,Monday,Apr,27,2015,500,Apr,29,2015,RAPE,FELONY,P,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
815,2.01509E+14,4/27/2015,Monday,Apr,27,2015,700,Apr,28,2015,RAPE,FELONY,F,79,Brooklyn,NYPD-HOUSING BUREAU,999634,190253,40.68887215,-73.94452903
816,2.01508E+14,4/27/2015,Monday,Apr,27,2015,2100,Apr,28,2015,RAPE,FELONY,E,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
817,2.01511E+14,4/28/2015,Tuesday,Apr,28,2015,0,Apr,28,2015,RAPE,FELONY,E,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
818,2.01508E+14,4/28/2015,Tuesday,Apr,28,2015,0,Apr,29,2015,RAPE,FELONY,G,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
819,2.01502E+14,4/28/2015,Tuesday,Apr,28,2015,800,Apr,28,2015,RAPE,FELONY,B,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
820,2.01508E+14,4/28/2015,Tuesday,Apr,28,2015,1000,Apr,28,2015,RAPE,FELONY,P,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
821,2.01508E+14,4/29/2015,Wednesday,Apr,29,2015,1200,May,3,2015,RAPE,FELONY,I,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
822,2.01507E+14,4/29/2015,Wednesday,Apr,29,2015,2200,Apr,30,2015,RAPE,FELONY,C,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
823,2.01511E+14,4/30/2015,Thursday,Apr,30,2015,300,May,7,2015,RAPE,FELONY,E,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
824,2.01506E+14,4/30/2015,Thursday,Apr,30,2015,2200,May,1,2015,RAPE,FELONY,B,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
825,2.01511E+14,5/1/2015,Friday,May,1,2015,0,Sep,9,2015,RAPE,FELONY,F,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
826,2.01508E+14,5/1/2015,Friday,May,1,2015,2200,Jun,2,2015,RAPE,FELONY,J,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
827,2.01513E+14,5/1/2015,Friday,May,1,2015,2300,May,4,2015,RAPE,FELONY,A,121,Staten Island,NYPD,942428,166536,40.62368882,-74.15065813
828,2.01506E+14,5/2/2015,Saturday,May,2,2015,100,May,7,2015,RAPE,FELONY,H,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
829,2.01502E+14,5/2/2015,Saturday,May,2,2015,200,May,2,2015,RAPE,FELONY,D,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
830,2.01503E+14,5/2/2015,Saturday,May,2,2015,200,May,5,2015,RAPE,FELONY,C,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
831,2.01502E+14,5/2/2015,Saturday,May,2,2015,1100,May,2,2015,RAPE,FELONY,E,7,Manhattan,NYPD,988708,200317,40.71650772,-73.9839199
832,2.01512E+14,5/3/2015,Sunday,May,3,2015,200,May,9,2015,RAPE,FELONY,A,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
833,2.01505E+14,5/3/2015,Sunday,May,3,2015,600,May,8,2015,RAPE,FELONY,B,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
834,2.01512E+14,5/3/2015,Sunday,May,3,2015,2000,May,7,2015,RAPE,FELONY,H,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
835,2.01505E+14,5/4/2015,Monday,May,4,2015,100,May,4,2015,RAPE,FELONY,C,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
836,2.01512E+14,5/4/2015,Monday,May,4,2015,400,May,7,2015,RAPE,FELONY,P,114,Queens,NYPD-HOUSING BUREAU,1007654,219564,40.76930609,-73.91550818
837,2.01512E+14,5/4/2015,Monday,May,4,2015,1700,May,4,2015,RAPE,FELONY,D,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
838,2.01509E+14,5/4/2015,Monday,May,4,2015,2000,May,21,2015,RAPE,FELONY,B,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
839,2.01503E+14,5/5/2015,Tuesday,May,5,2015,0,May,5,2015,RAPE,FELONY,,20,Manhattan,NYPD,991168,224929,40.78405987,-73.97502051
840,2.01506E+14,5/5/2015,Tuesday,May,5,2015,100,May,8,2015,RAPE,FELONY,H,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
841,2.01508E+14,5/5/2015,Tuesday,May,5,2015,200,May,5,2015,RAPE,FELONY,J,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
842,2.01512E+14,5/5/2015,Tuesday,May,5,2015,1200,May,6,2015,RAPE,FELONY,N,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
843,2.01511E+14,5/6/2015,Wednesday,May,6,2015,0,May,6,2015,RAPE,FELONY,A,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
844,2.01506E+14,5/6/2015,Wednesday,May,6,2015,0,May,6,2015,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
845,2.01504E+14,5/6/2015,Wednesday,May,6,2015,1500,May,25,2015,RAPE,FELONY,K,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
846,2.01503E+14,5/7/2015,Thursday,May,7,2015,1300,May,30,2015,RAPE,FELONY,B,24,Manhattan,NYPD-HOUSING BUREAU,993336,229488,40.79657114,-73.96718569
847,2.01504E+14,5/7/2015,Thursday,May,7,2015,1700,May,17,2015,RAPE,FELONY,B,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
848,2.01508E+14,5/7/2015,Thursday,May,7,2015,1700,May,13,2015,RAPE,FELONY,I,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
849,2.01509E+14,5/7/2015,Thursday,May,7,2015,2200,May,13,2015,RAPE,FELONY,J,81,Brooklyn,NYPD-HOUSING BUREAU,1005218,190528,40.6896155,-73.92439311
850,2.01513E+14,5/8/2015,Friday,May,8,2015,0,May,15,2015,RAPE,FELONY,E,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
851,2.01508E+14,5/8/2015,Friday,May,8,2015,2000,May,11,2015,RAPE,FELONY,F,69,Brooklyn,NYPD-HOUSING BUREAU,1010641,175525,40.64842112,-73.90489711
852,2.01503E+14,5/9/2015,Saturday,May,9,2015,200,Jun,6,2015,RAPE,FELONY,E,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
853,2.01504E+14,5/9/2015,Saturday,May,9,2015,400,May,9,2015,RAPE,FELONY,A,28,Manhattan,NYPD-HOUSING BUREAU,997376,233927,40.8087499,-73.95258581
854,2.01503E+14,5/9/2015,Saturday,May,9,2015,600,May,9,2015,RAPE,FELONY,J,24,Manhattan,NYPD,993336,229488,40.79657114,-73.96718569
855,2.01508E+14,5/9/2015,Saturday,May,9,2015,1600,May,9,2015,RAPE,FELONY,H,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
856,2.01508E+14,5/9/2015,Saturday,May,9,2015,1700,May,11,2015,RAPE,FELONY,F,69,Brooklyn,NYPD-HOUSING BUREAU,1010641,175525,40.64842112,-73.90489711
857,2.01502E+14,5/10/2015,Sunday,May,10,2015,0,May,10,2015,RAPE,FELONY,B,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
858,2.01508E+14,5/10/2015,Sunday,May,10,2015,800,May,12,2015,RAPE,FELONY,P,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
859,2.01511E+14,5/10/2015,Sunday,May,10,2015,1100,May,10,2015,RAPE,FELONY,A,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
860,2.01511E+14,5/11/2015,Monday,May,11,2015,700,May,11,2015,RAPE,FELONY,D,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
861,2.01504E+14,5/11/2015,Monday,May,11,2015,1700,May,13,2015,RAPE,FELONY,G,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
862,2.01505E+14,5/12/2015,Tuesday,May,12,2015,900,May,12,2015,RAPE,FELONY,D,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
863,2.01504E+14,5/12/2015,Tuesday,May,12,2015,2100,May,25,2015,RAPE,FELONY,A,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
864,2.01506E+14,5/12/2015,Tuesday,May,12,2015,2100,May,13,2015,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
865,2.01504E+14,5/13/2015,Wednesday,May,13,2015,0,May,13,2015,RAPE,FELONY,H,28,Manhattan,NYPD-HOUSING BUREAU,997376,233927,40.8087499,-73.95258581
866,2.01502E+14,5/13/2015,Wednesday,May,13,2015,0,May,13,2015,RAPE,FELONY,D,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
867,2.01508E+14,5/13/2015,Wednesday,May,13,2015,1500,May,20,2015,RAPE,FELONY,B,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
868,2.01511E+14,5/13/2015,Wednesday,May,13,2015,2300,May,25,2015,RAPE,FELONY,C,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
869,2.01506E+14,5/14/2015,Thursday,May,14,2015,400,May,14,2015,RAPE,FELONY,A,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
870,2.01511E+14,5/14/2015,Thursday,May,14,2015,1000,Aug,7,2015,RAPE,FELONY,B,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
871,2.01504E+14,5/14/2015,Thursday,May,14,2015,1500,May,25,2015,RAPE,FELONY,C,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
872,2.01507E+14,5/14/2015,Thursday,May,14,2015,1800,May,28,2015,RAPE,FELONY,C,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
873,2.01512E+14,5/15/2015,Friday,May,15,2015,1400,Aug,21,2015,RAPE,FELONY,A,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
874,2.01509E+14,5/16/2015,Saturday,May,16,2015,300,May,16,2015,RAPE,FELONY,F,79,Brooklyn,NYPD-HOUSING BUREAU,999634,190253,40.68887215,-73.94452903
875,2.01503E+14,5/16/2015,Saturday,May,16,2015,1400,May,20,2015,RAPE,FELONY,B,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
876,2.01502E+14,5/16/2015,Saturday,May,16,2015,1900,May,18,2015,RAPE,FELONY,C,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
877,2.01512E+14,5/16/2015,Saturday,May,16,2015,2200,May,19,2015,RAPE,FELONY,I,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
878,2.01508E+14,5/17/2015,Sunday,May,17,2015,0,May,17,2015,RAPE,FELONY,C,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
879,2.01503E+14,5/17/2015,Sunday,May,17,2015,600,May,17,2015,RAPE,FELONY,D,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
880,2.01508E+14,5/17/2015,Sunday,May,17,2015,1300,May,17,2015,RAPE,FELONY,I,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
881,2.01509E+14,5/17/2015,Sunday,May,17,2015,1700,May,17,2015,RAPE,FELONY,J,77,Brooklyn,NYPD-HOUSING BUREAU,1003606,185050,40.67458331,-73.93022154
882,2.01506E+14,5/18/2015,Monday,May,18,2015,1200,May,19,2015,RAPE,FELONY,F,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
883,2.01511E+14,5/18/2015,Monday,May,18,2015,1500,Jun,16,2015,RAPE,FELONY,D,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
884,2.01504E+14,5/18/2015,Monday,May,18,2015,2200,Jun,16,2015,RAPE,FELONY,B,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
885,2.01508E+14,5/18/2015,Monday,May,18,2015,2300,May,21,2015,RAPE,FELONY,A,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
886,2.01509E+14,5/19/2015,Tuesday,May,19,2015,500,May,19,2015,RAPE,FELONY,G,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
887,2.0151E+14,5/19/2015,Tuesday,May,19,2015,1700,May,22,2015,RAPE,FELONY,J,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
888,2.01512E+14,5/19/2015,Tuesday,May,19,2015,1900,Jun,1,2015,RAPE,FELONY,,114,Queens,NYPD-HOUSING BUREAU,1007654,219564,40.76930609,-73.91550818
889,2.01508E+14,5/19/2015,Tuesday,May,19,2015,2200,May,20,2015,RAPE,FELONY,H,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
890,2.01508E+14,5/20/2015,Wednesday,May,20,2015,2100,May,21,2015,RAPE,FELONY,F,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
891,2.01512E+14,5/21/2015,Thursday,May,21,2015,1500,May,21,2015,RAPE,FELONY,E,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
892,2.01506E+14,5/21/2015,Thursday,May,21,2015,1700,May,23,2015,RAPE,FELONY,F,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
893,2.01512E+14,5/21/2015,Thursday,May,21,2015,2200,May,25,2015,RAPE,FELONY,B,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
894,2.01505E+14,5/22/2015,Friday,May,22,2015,400,May,22,2015,RAPE,FELONY,A,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
895,2.01506E+14,5/22/2015,Friday,May,22,2015,1800,May,23,2015,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
896,2.01508E+14,5/22/2015,Friday,May,22,2015,1800,May,22,2015,RAPE,FELONY,A,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
897,2.01513E+14,5/22/2015,Friday,May,22,2015,1800,May,22,2015,RAPE,FELONY,C,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
898,2.01508E+14,5/22/2015,Friday,May,22,2015,1900,May,22,2015,RAPE,FELONY,G,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
899,2.01508E+14,5/23/2015,Saturday,May,23,2015,0,May,27,2015,RAPE,FELONY,B,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
900,2.01506E+14,5/23/2015,Saturday,May,23,2015,100,May,23,2015,RAPE,FELONY,D,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
901,2.01509E+14,5/23/2015,Saturday,May,23,2015,1500,May,23,2015,RAPE,FELONY,D,81,Brooklyn,NYPD,1005218,190528,40.6896155,-73.92439311
902,2.01511E+14,5/23/2015,Saturday,May,23,2015,1600,May,27,2015,RAPE,FELONY,C,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
903,2.01511E+14,5/24/2015,Sunday,May,24,2015,0,Sep,24,2015,RAPE,FELONY,B,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
904,2.01503E+14,5/24/2015,Sunday,May,24,2015,400,May,24,2015,RAPE,FELONY,C,24,Manhattan,NYPD,993336,229488,40.79657114,-73.96718569
905,2.01513E+14,5/24/2015,Sunday,May,24,2015,400,May,25,2015,RAPE,FELONY,C,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
906,2.01503E+14,5/24/2015,Sunday,May,24,2015,1000,Jun,3,2015,RAPE,FELONY,B,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
907,2.01506E+14,5/25/2015,Monday,May,25,2015,1200,May,26,2015,RAPE,FELONY,C,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
908,2.01505E+14,5/25/2015,Monday,May,25,2015,2300,May,26,2015,RAPE,FELONY,G,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
909,2.01508E+14,5/25/2015,Monday,May,25,2015,2300,May,28,2015,RAPE,FELONY,J,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
910,2.01505E+14,5/26/2015,Tuesday,May,26,2015,0,May,30,2015,RAPE,FELONY,Q,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
911,2.01505E+14,5/26/2015,Tuesday,May,26,2015,500,May,26,2015,RAPE,FELONY,G,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
912,2.01511E+14,5/27/2015,Wednesday,May,27,2015,0,May,30,2015,RAPE,FELONY,F,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
