Date.Rptd,DR.NO,DATE.OCC,TIME.OCC,AREA,AREA.NAME,RD,Crm.Cd,CrmCd.Desc,Status,Status.Desc,LOCATION,Cross.Street,Location.1,Formatted Address,Zipcode
5/1/2013,131911298,5/1/2013,1330,19,Mission,1971,210,ROBBERY,IC,Invest Cont,15500         RAYEN                        ST,,"(34.2319, -118.4698)","8848 Langdon Ave, North Hills, CA 91343, USA",91343
5/1/2013,131911302,5/1/2013,635,19,Mission,1985,350,"THEFT, PERSON",IC,Invest Cont, 8700         TOBIAS                       AV,,"(34.2279, -118.4516)","8700-8708 Tobias Ave, Panorama City, CA 91402, USA",91402
5/1/2013,131911306,5/1/2013,1455,19,Mission,1962,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,15300         PLUMMER                      ST,,"(34.2428, -118.4653)","9500 Columbus Ave, North Hills, CA 91343, USA",91343
5/1/2013,131911309,5/1/2013,200,19,Mission,1905,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,              FOOTHILL,   ASTORIA,"(34.3129, -118.4373)","13947 Foothill Blvd, Sylmar, CA 91342, USA",91342
5/1/2013,131911310,5/1/2013,645,19,Mission,1954,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,15000         SAN JOSE                     ST,,"(34.2609, -118.4586)","10450-10498 Lemona Ave, Mission Hills, CA 91345, USA",91345
5/1/2013,131911311,5/1/2013,1500,19,Mission,1981,997,TRAFFIC DR #,IC,Invest Cont,              ROSCOE                       BL,   ORION                        AV,"(34.2214, -118.4721)","8301 Orion Ave, North Hills, CA 91343, USA",91343
5/1/2013,131911312,5/1/2013,1700,19,Mission,1934,997,TRAFFIC DR #,IC,Invest Cont,              SEPULVEDA                    BL,   SAN FERNANDO                 BL,"(34.3152, -118.4909)","13942-14006 San Fernando Rd, Granada Hills, CA 91344, USA",91344
5/1/2013,131911313,5/1/2013,1520,19,Mission,1961,997,TRAFFIC DR #,IC,Invest Cont,              NORDHOFF                     ST,   ORION                        AV,"(34.2356, -118.472)","9101-9111 Orion Ave, North Hills, CA 91343, USA",91343
5/1/2013,131911314,5/1/2013,1450,19,Mission,1961,997,TRAFFIC DR #,IC,Invest Cont,              NORDHOFF                     ST,   LANGDON                      AV,"(34.2356, -118.4698)","9100-9126 Langdon Ave, North Hills, CA 91343, USA",91343
5/2/2013,131911320,5/1/2013,1930,19,Mission,1921,510,VEHICLE - STOLEN,IC,Invest Cont,13000         SAN FERNANDO                 RD,,"(34.3064, -118.4685)","12952-13028 San Fernando Rd, Sylmar, CA 91342, USA",91342
5/2/2013,131911321,5/1/2013,2100,19,Mission,1925,510,VEHICLE - STOLEN,IC,Invest Cont,12500         BRADLEY                      AV,,"(34.2975, -118.4495)","12501-12505 Bradley Ave, Sylmar, CA 91342, USA",91342
5/2/2013,131911329,5/1/2013,1350,19,Mission,1998,330,BURGLARY FROM VEHICLE,IC,Invest Cont,14200         ARMINTA                      ST,,"(34.2128, -118.4438)","14000-14086 Arminta St, Van Nuys, CA 91402, USA",91402
5/2/2013,131911330,5/1/2013,2000,19,Mission,1995,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,14700         BLYTHE                       ST,,"(34.2152, -118.4531)","14666-14698 Blythe St, Van Nuys, CA 91402, USA",91402
5/2/2013,131911333,5/1/2013,2230,19,Mission,1984,745,VANDALISM - MISDEAMEANOR,AO,Adult Other,              WILLIS                       AV,   RAYEN                        ST,"(34.2318, -118.4553)","8857 Willis Ave, Panorama City, CA 91402, USA",91402
5/2/2013,131911357,5/1/2013,2000,19,Mission,1913,510,VEHICLE - STOLEN,IC,Invest Cont,14900         OSWALD                       ST,,"(34.3034, -118.4571)","12860 Bradley Ave, Sylmar, CA 91342, USA",91342
5/2/2013,131911365,5/1/2013,2100,19,Mission,1966,510,VEHICLE - STOLEN,IC,Invest Cont,              WAKEFIELD,   TERRA BELLA,"(34.2354, -118.4481)","14500 Nordhoff St, Panorama City, CA 91402, USA",91402
5/2/2013,131911372,5/1/2013,1700,19,Mission,1998,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13900         STAGG                        ST,,"(34.2132, -118.4352)","13851-13899 Stagg St, Panorama City, CA 91402, USA",91402
5/2/2013,131911373,5/1/2013,2200,19,Mission,1961,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 9200         SEPULVEDA                    BL,,"(34.2374, -118.4676)","9187-9201 Sepulveda Blvd, North Hills, CA 91343, USA",91343
5/2/2013,131911388,5/1/2013,2000,19,Mission,1966,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 9300         VAN NUYS                     BL,,"(34.2391, -118.4502)","14551-14599 Tupper St, Panorama City, CA 91402, USA",91402
5/7/2013,131911640,5/1/2013,2300,19,Mission,1991,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 8000         LANGDON                      AV,,"(34.216, -118.4678)","8000-8020 Langdon Ave, Van Nuys, CA 91406, USA",91406
5/13/2013,131912012,5/1/2013,1,19,Mission,1966,354,THEFT OF IDENTITY,IC,Invest Cont,14500         DAY LILY                     LN,,"(34.2416, -118.4479)","9426 Sylmar Ave, Panorama City, CA 91402, USA",91402
5/17/2013,131912122,5/1/2013,800,19,Mission,1966,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 9400         MOONBEAM                     AV,,"(34.2408, -118.4458)","9373 Moonbeam Ave, Panorama City, CA 91402, USA",91402
5/17/2013,131912187,5/1/2013,1545,19,Mission,1999,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 7800         VENTURA CANYON               AV,,"(34.2122, -118.4287)","7814 Ventura Canyon Ave, Panorama City, CA 91402, USA",91402
5/22/2013,131912473,5/1/2013,815,19,Mission,1958,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS                     BL,   BEACHY                       AV,"(34.2516, -118.442)","14167 Van Nuys Blvd, Arleta, CA 91331, USA",91331
5/29/2013,131912831,5/1/2013,1500,19,Mission,1913,813,CHILD ENDANGERMENT/NEG.,AA,Adult Arrest,14700         LAKESIDE                     ST,,"(34.3076, -118.4529)","14700-14702 Lakeside St, Sylmar, CA 91342, USA",91342
6/5/2013,131913176,5/1/2013,1,19,Mission,1969,354,THEFT OF IDENTITY,IC,Invest Cont, 9700         LEV                          AV,,"(34.2465, -118.4291)","9701-9707 Lev Ave, Arleta, CA 91331, USA",91331
6/18/2013,131914138,5/1/2013,1,19,Mission,1905,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,13800         ORO GRANDE                   ST,,"(34.3172, -118.434)","13796 Oro Grande St, Sylmar, CA 91342, USA",91342
6/26/2013,131914696,5/1/2013,1200,19,Mission,1902,354,THEFT OF IDENTITY,IC,Invest Cont,14700         COBALT                       ST,,"(34.3223, -118.4528)","14701-14707 Cobalt St, Sylmar, CA 91342, USA",91342
7/18/2013,131915922,5/1/2013,800,19,Mission,1954,956,"LETTERS, LEWD",IC,Invest Cont,10300      N  SEPULVEDA                    BL,,"(34.2573, -118.4674)","15403-15405 Devonshire St, Mission Hills, CA 91345, USA",91345
6/8/2013,131916208,5/1/2013,700,19,Mission,1972,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 9000         BURNET                       AV,,"(34.2337, -118.4632)","8958-9014 Burnet Ave, North Hills, CA 91343, USA",91343
7/25/2013,131916223,5/1/2013,1200,19,Mission,1994,354,THEFT OF IDENTITY,IC,Invest Cont,14500         ROSCOE                       BL,,"(34.2216, -118.4488)","8301-8309 Van Nuys Blvd, Panorama City, CA 91402, USA",91402
9/16/2013,131919488,5/1/2013,1200,19,Mission,1995,354,THEFT OF IDENTITY,IC,Invest Cont,14600         BLYTHE                       ST,,"(34.2152, -118.451)","14540-14602 Blythe St, Van Nuys, CA 91402, USA",91402
9/21/2013,131919858,5/1/2013,1200,19,Mission,1985,860,BATTERY WITH SEXUAL CONTACT,AO,Adult Other,              ROSCOE                       BL,   VAN NUYS                     BL,"(34.2216, -118.4488)","8301-8309 Van Nuys Blvd, Panorama City, CA 91402, USA",91402
11/20/2013,131923347,5/1/2013,800,19,Mission,1999,354,THEFT OF IDENTITY,IC,Invest Cont, 7900         WOODMAN                      AV,,"(34.2145, -118.4309)","7900 Woodman Ave, Panorama City, CA 91402, USA",91402
12/13/2013,131924436,5/1/2013,1200,19,Mission,1955,813,CHILD ENDANGERMENT/NEG.,AO,Adult Other,10400         BEVIS                        AV,,"(34.2591, -118.4554)","10401 Bevis Ave, Mission Hills, CA 91345, USA",91345
5/1/2013,132009617,5/1/2013,100,20,Olympic,2022,210,ROBBERY,IC,Invest Cont,  300      S  SAINT ANDREWS                PL,,"(34.069, -118.3116)","260-298 S St Andrews Pl, Los Angeles, CA 90004, USA",90004
5/1/2013,132009635,5/1/2013,1105,20,Olympic,2041,210,ROBBERY,AO,Adult Other,  800      S  NORTON                       AV,,"(34.0584, -118.3184)","756 S Norton Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132009647,5/1/2013,537,20,Olympic,2023,350,"THEFT, PERSON",IC,Invest Cont,              3RD                          ST,   KINGSLEY                     DR,"(34.069, -118.3029)","300 S Kingsley Dr, Los Angeles, CA 90020, USA",90020
5/1/2013,132009651,5/1/2013,1430,20,Olympic,2069,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,              OLYMPIC,   WESTMORELAND,"(34.0524, -118.2891)","999 S Westmoreland Ave, Los Angeles, CA 90006, USA",90006
5/1/2013,132009654,5/1/2013,1730,20,Olympic,2074,997,TRAFFIC DR #,AO,Adult Other,              ARDMORE                      AV,   PICO                         BL,"(34.0472, -118.3021)","2856 W Pico Blvd, Los Angeles, CA 90006, USA",90006
5/1/2013,132009655,5/1/2013,1340,20,Olympic,2074,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 2900      W  PICO                         BL,,"(34.0472, -118.303)","2884-2900 W Pico Blvd, Los Angeles, CA 90006, USA",90006
5/1/2013,132009659,5/1/2013,1300,20,Olympic,2039,442,SHOPLIFTING - PETTY THEFT,IC,Invest Cont, 2800      W  7TH                          ST,,"(34.0598, -118.2842)","2718-2798 7th St, Los Angeles, CA 90057, USA",90057
5/1/2013,132009660,5/1/2013,745,20,Olympic,2081,997,TRAFFIC DR #,IC,Invest Cont,              WASHINGTON,   SAINT ANDREWS,"(34.0399, -118.3116)","2300 W Washington Blvd, Los Angeles, CA 90018, USA",90018
5/1/2013,132009662,5/1/2013,930,20,Olympic,2054,310,BURGLARY,AA,Adult Arrest,  900      S  HARVARD                      BL,,"(34.0539, -118.3042)","955 S Harvard Blvd, Los Angeles, CA 90006, USA",90006
5/1/2013,132009664,5/1/2013,1615,20,Olympic,2025,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  300      S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)","263-299 S Alexandria Ave, Los Angeles, CA 90004, USA",90004
5/2/2013,132009670,5/1/2013,2045,20,Olympic,2054,997,TRAFFIC DR #,IC,Invest Cont,              NORMANDIE,   OLYMPIC,"(34.0526, -118.3)","1000 Normandie Ave, Los Angeles, CA 90006, USA",90006
5/1/2013,132009673,5/1/2013,2030,20,Olympic,2039,210,ROBBERY,IC,Invest Cont,              8TH                          ST,   WESTMORELAND                 AV,"(34.0578, -118.2891)","777-799 S Westmoreland Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132009674,5/1/2013,2010,20,Olympic,2015,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,  100      N  CATALINA                     ST,,"(34.0727, -118.2954)","3754 W 1st St, Los Angeles, CA 90004, USA",90004
5/1/2013,132009675,5/1/2013,1210,20,Olympic,2034,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 3500         WILSHIRE                     BL,,"(34.0618, -118.3004)","651-699 Normandie Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132009680,5/1/2013,1130,20,Olympic,2049,997,TRAFFIC DR #,IC,Invest Cont,              FRANCIS                      AV,   WESTMORELAND                 AV,"(34.0568, -118.2891)","846-850 S Westmoreland Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132009683,5/1/2013,1100,20,Olympic,2034,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 3500         WILSHIRE                     BL,,"(34.0618, -118.3004)","651-699 Normandie Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132009685,5/1/2013,2105,20,Olympic,2023,210,ROBBERY,IC,Invest Cont,  400      S  KINGSLEY                     DR,,"(34.0672, -118.3029)","4001-4045 W 4th St, Los Angeles, CA 90020, USA",90020
5/2/2013,132009687,5/1/2013,745,20,Olympic,2069,997,TRAFFIC DR #,IC,Invest Cont,              PICO                         BL,   HOOVER                       ST,"(34.0473, -118.2842)","2167-2199 W Pico Blvd, Los Angeles, CA 90006, USA",90006
5/2/2013,132009699,5/1/2013,1800,20,Olympic,2071,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1500      S  WILTON                       PL,,"(34.0454, -118.3145)","1419-1499 S Wilton Pl, Los Angeles, CA 90019, USA",90019
5/2/2013,132009703,5/1/2013,2300,20,Olympic,2016,510,VEHICLE - STOLEN,IC,Invest Cont,  200      S  MARIPOSA                     AV,,"(34.0712, -118.2991)","3829 W 2nd St, Los Angeles, CA 90004, USA",90004
5/2/2013,132009713,5/1/2013,2130,20,Olympic,2023,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  300      S  HARVARD                      BL,,"(34.069, -118.3041)","4148 W 3rd St, Los Angeles, CA 90020, USA",90020
5/2/2013,132009721,5/1/2013,1900,20,Olympic,2025,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,  300      S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)","263-299 S Alexandria Ave, Los Angeles, CA 90004, USA",90004
5/4/2013,132009852,5/1/2013,100,20,Olympic,2027,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 3400      W  6TH                          ST,,"(34.0636, -118.2954)","3401-3407 W 6th St, Los Angeles, CA 90020, USA",90020
5/10/2013,132010096,5/1/2013,1200,20,Olympic,2024,354,THEFT OF IDENTITY,IC,Invest Cont, 3700         WILSHIRE                     BL,,"(34.0617, -118.3066)","650 S Serrano Ave, Los Angeles, CA 90005, USA",90005
5/13/2013,132010256,5/1/2013,1600,20,Olympic,2033,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 3700         WILSHIRE                     BL,,"(34.0617, -118.3066)","650 S Serrano Ave, Los Angeles, CA 90005, USA",90005
5/13/2013,132010287,5/1/2013,1030,20,Olympic,2071,956,"LETTERS, LEWD",AO,Adult Other, 1400      S  MANHATTAN                    PL,,"(34.0463, -118.3102)","1325 S Manhattan Pl, Los Angeles, CA 90019, USA",90019
5/14/2013,132010327,5/1/2013,1200,20,Olympic,2029,354,THEFT OF IDENTITY,IC,Invest Cont,  400      S  WESTMORELAND                 AV,,"(34.0668, -118.2884)","3121-3169 W 4th St, Los Angeles, CA 90020, USA",90020
5/16/2013,132010448,5/1/2013,1,20,Olympic,2029,354,THEFT OF IDENTITY,IC,Invest Cont,  400      S  HOOVER                       ST,,"(34.0667, -118.2843)","384-398 Hoover St, Los Angeles, CA 90020, USA",90020
5/21/2013,132010701,5/1/2013,1800,20,Olympic,2019,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 3400      W  1ST                          ST,,"(34.0735, -118.2868)","100 N Virgil Ave, Los Angeles, CA 90004, USA",90004
5/24/2013,132010872,5/1/2013,300,20,Olympic,2011,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,              2ND                          ST,   NORTON,"(34.0711, -118.3171)","200 S Norton Ave, Los Angeles, CA 90004, USA",90004
5/24/2013,132011041,5/1/2013,1800,20,Olympic,2016,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,  100      S  MARIPOSA                     AV,,"(34.0728, -118.2994)","111 N Mariposa Ave, Los Angeles, CA 90004, USA",90004
5/28/2013,132011059,5/1/2013,800,20,Olympic,2079,928,THREATENING PHONE CALLS/LETTERS,AO,Adult Other, 1300         ARAPAHOE                     ST,,"(34.0473, -118.2853)","2225-2249 W Pico Blvd, Los Angeles, CA 90006, USA",90006
5/28/2013,132011060,5/1/2013,800,20,Olympic,2079,928,THREATENING PHONE CALLS/LETTERS,AO,Adult Other, 1300         ARAPAHOE                     ST,,"(34.0473, -118.2853)","2225-2249 W Pico Blvd, Los Angeles, CA 90006, USA",90006
6/29/2013,132012623,5/1/2013,1200,20,Olympic,2076,810,"SEX, UNLAWFUL",AO,Adult Other,              CATALINA                     ST,   PICO                         BL,"(34.0473, -118.2947)","1254-1298 S Catalina St, Los Angeles, CA 90006, USA",90006
7/21/2013,132013542,5/1/2013,900,20,Olympic,2039,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont, 2900         LEEWARD                      AV,,"(34.0587, -118.2869)","750-798 Magnolia Ave, Los Angeles, CA 90005, USA",90005
7/24/2013,132013674,5/1/2013,1000,20,Olympic,2039,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 2700      W  8TH                          ST,,"(34.0578, -118.2842)","799 Hoover St, Los Angeles, CA 90005, USA",90005
7/24/2013,132013936,5/1/2013,2200,20,Olympic,2049,812,"CHILD, CRIME AGAINST",IC,Invest Cont, 2900      W  8TH                          ST,,"(34.0578, -118.2891)","777-799 S Westmoreland Ave, Los Angeles, CA 90005, USA",90005
8/2/2013,132014102,5/1/2013,1300,20,Olympic,2016,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 3800      W  2ND                          ST,,"(34.0712, -118.2979)","3750-3798 W 2nd St, Los Angeles, CA 90004, USA",90004
9/4/2013,132015737,5/1/2013,800,20,Olympic,2013,354,THEFT OF IDENTITY,IC,Invest Cont,  100      S  OXFORD                       AV,,"(34.0737, -118.3079)","4401-4449 W 1st St, Los Angeles, CA 90004, USA",90004
9/5/2013,132015776,5/1/2013,600,20,Olympic,2049,812,"CHILD, CRIME AGAINST",AO,Adult Other, 2700         SAN MARINO                   ST,,"(34.055, -118.2865)","2690-2698 San Marino St, Los Angeles, CA 90006, USA",90006
9/6/2013,132015878,5/1/2013,1300,20,Olympic,2049,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 2800         JAMES M WOOD                 BL,,"(34.0559, -118.2891)","900 S Westmoreland Ave, Los Angeles, CA 90006, USA",90006
9/3/2013,132016237,5/1/2013,1200,20,Olympic,2071,354,THEFT OF IDENTITY,IC,Invest Cont, 1400      S  MANHATTAN                    PL,,"(34.0463, -118.3102)","1325 S Manhattan Pl, Los Angeles, CA 90019, USA",90019
9/27/2013,132016824,5/1/2013,800,20,Olympic,2042,354,THEFT OF IDENTITY,IC,Invest Cont, 3700      W  9TH                          ST,,"(34.0559, -118.3112)","865-899 S St Andrews Pl, Los Angeles, CA 90005, USA",90005
10/1/2013,132017030,5/1/2013,1,20,Olympic,2071,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 1500      S  WILTON                       PL,,"(34.0454, -118.3145)","1419-1499 S Wilton Pl, Los Angeles, CA 90019, USA",90019
10/16/2013,132017938,5/1/2013,1600,20,Olympic,2038,121,"RAPE, FORCIBLE",AO,Adult Other, 3000         LEEWARD                      AV,,"(34.0587, -118.2891)","2952 1/2 Leeward Ave, Los Angeles, CA 90005, USA",90005
5/1/2013,132109300,5/1/2013,150,21,Topanga,2136,310,BURGLARY,IC,Invest Cont, 7200         ETON                         AV,,"(34.201, -118.5955)","21300 Sherman Way, Canoga Park, CA 91303, USA",91303
5/1/2013,132109305,5/1/2013,30,21,Topanga,2128,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,              KESWICK                      ST,   WINNETKA                     AV,"(34.2096, -118.571)","7640-7642 Winnetka Ave, Winnetka, CA 91306, USA",91306
5/1/2013,132109333,5/1/2013,910,21,Topanga,2158,442,SHOPLIFTING - PETTY THEFT,IC,Invest Cont, 6300         VARIEL                       AV,,"(34.1847, -118.5928)","6300 Variel Ave, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109349,5/1/2013,740,21,Topanga,2134,997,TRAFFIC DR #,IC,Invest Cont,              SATICOY                      ST,   GLADE                        AV,"(34.2083, -118.6081)","22079-22099 Saticoy St, Canoga Park, CA 91303, USA",91303
5/1/2013,132109372,5/1/2013,1105,21,Topanga,2158,997,TRAFFIC DR #,IC,Invest Cont,              VICTORY,   VARIEL,"(34.1884, -118.5928)","Orange Line Busway Bike Path, Canoga Park, CA 91303, USA",91303
5/1/2013,132109374,5/1/2013,1450,21,Topanga,2146,755,BOMB SCARE,IC,Invest Cont, 6800         TOPANGA CANYON               BL,,"(34.1938, -118.6059)","6800 Topanga Canyon Blvd, Canoga Park, CA 91303, USA",91303
5/1/2013,132109376,5/1/2013,10,21,Topanga,2128,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,20300         SATICOY                      ST,,"(34.2083, -118.5754)","20306 Saticoy St, Winnetka, CA 91306, USA",91306
5/1/2013,132109389,5/1/2013,1555,21,Topanga,2129,997,TRAFFIC DR #,IC,Invest Cont,              SATICOY                      ST,   WINNETKA                     AV,"(34.2084, -118.571)","7601-7607 Winnetka Ave, Winnetka, CA 91306, USA",91306
5/1/2013,132109394,5/1/2013,1600,21,Topanga,2129,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,19900         ROSCOE                       BL,,"(34.2203, -118.5667)","19901-19905 Roscoe Blvd, Winnetka, CA 91306, USA",91306
5/1/2013,132109397,5/1/2013,1645,21,Topanga,2158,442,SHOPLIFTING - PETTY THEFT,IC,Invest Cont, 6300         VARIEL                       AV,,"(34.1847, -118.5928)","6300 Variel Ave, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109398,5/1/2013,1645,21,Topanga,2158,442,SHOPLIFTING - PETTY THEFT,IC,Invest Cont, 6300         VARIEL                       AV,,"(34.1847, -118.5928)","6300 Variel Ave, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109399,5/1/2013,1745,21,Topanga,2102,997,TRAFFIC DR #,IC,Invest Cont,              ROSCOE,   FALLBROOK,"(34.2194, -118.6235)","22801-22825 Roscoe Blvd, West Hills, CA 91304, USA",91304
5/1/2013,132109400,5/1/2013,1600,21,Topanga,2175,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   SHOUP                        AV,"(34.1679, -118.6143)","Ventura Fwy, Woodland Hills, CA 91364, USA",91364
5/1/2013,132109402,5/1/2013,1810,21,Topanga,2175,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   SHOUP                        AV,"(34.1679, -118.6143)","Ventura Fwy, Woodland Hills, CA 91364, USA",91364
5/1/2013,132109404,5/1/2013,1510,21,Topanga,2139,310,BURGLARY,IC,Invest Cont, 7500         HATILLO                      AV,,"(34.2062, -118.5652)","7500 Hatillo Ave, Canoga Park, CA 91306, USA",91306
5/2/2013,132109407,5/1/2013,2025,21,Topanga,2137,997,TRAFFIC DR #,IC,Invest Cont,              DE SOTO                      AV,   SATICOY                      ST,"(34.2083, -118.5885)","20900-20918 Saticoy St, Canoga Park, CA 91303, USA",91303
5/2/2013,132109408,5/1/2013,1845,21,Topanga,2147,997,TRAFFIC DR #,IC,Invest Cont,              DE SOTO                      AV,   GAULT                        ST,"(34.1992, -118.5885)","20906 Gault St, Canoga Park, CA 91303, USA",91303
5/1/2013,132109409,5/1/2013,1845,21,Topanga,2142,210,ROBBERY,IC,Invest Cont,              VICTORY                      BL,   PLATT,"(34.1866, -118.6428)","6319-6399 Platt Ave, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109413,5/1/2013,2300,21,Topanga,2185,330,BURGLARY FROM VEHICLE,IC,Invest Cont,22000         CLARENDON                    ST,,"(34.1697, -118.6058)","22004 Clarendon St, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109415,5/1/2013,1940,21,Topanga,2115,997,TRAFFIC DR #,IC,Invest Cont,              SHOUP                        AV,   ROSCOE                       BL,"(34.2195, -118.6147)","8275-8299 Shoup Ave, West Hills, CA 91304, USA",91304
5/1/2013,132109418,5/1/2013,930,21,Topanga,2196,310,BURGLARY,AO,Adult Other, 4900         ALATAR                       DR,,"(34.1522, -118.5995)","4904 Alatar Dr, Woodland Hills, CA 91364, USA",91364
5/1/2013,132109420,5/1/2013,2000,21,Topanga,2157,930,"THREATS, VERBAL/TERRORIST",AO,Adult Other, 6700         DE SOTO                      AV,,"(34.1921, -118.5884)","6718-6732 De Soto Ave, Canoga Park, CA 91303, USA",91303
5/1/2013,132109422,5/1/2013,2015,21,Topanga,2175,330,BURGLARY FROM VEHICLE,IC,Invest Cont,22100         BURBANK                      BL,,"(34.172, -118.6084)","22127 Burbank Blvd, Woodland Hills, CA 91367, USA",91367
5/2/2013,132109426,5/1/2013,2030,21,Topanga,2155,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6100         NEVADA                       AV,,"(34.1809, -118.609)","6001-6099 Nevada Ave, Woodland Hills, CA 91367, USA",91367
5/1/2013,132109429,5/1/2013,1815,21,Topanga,2177,956,"LETTERS, LEWD",IC,Invest Cont,21900         MARYLEE                      ST,,"(34.1753, -118.6048)","21934-21998 Marylee St, Woodland Hills, CA 91367, USA",91367
5/2/2013,132109432,5/1/2013,2000,21,Topanga,2185,330,BURGLARY FROM VEHICLE,IC,Invest Cont,22200         VENTURA                      BL,,"(34.1688, -118.6103)","5401-5417 Farralone Ave, Woodland Hills, CA 91367, USA",91367
5/2/2013,132109452,5/1/2013,1530,21,Topanga,2155,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,22200         SUMMIT VUE                   LN,,"(34.1803, -118.6112)","22221 Summit Vue Ln, Woodland Hills, CA 91367, USA",91367
5/2/2013,132109454,5/1/2013,1800,21,Topanga,2114,740,VANDALISM - FELONY,IC,Invest Cont, 7900         TOPANGA CANYON               BL,,"(34.214, -118.606)","7909 Topanga Canyon Blvd, Canoga Park, CA 91304, USA",91304
5/4/2013,132109550,5/1/2013,2315,21,Topanga,2137,930,"THREATS, VERBAL/TERRORIST",AO,Adult Other, 7400         INDEPENDENCE                 AV,,"(34.2047, -118.5906)","20901-20999 Valerio St, Canoga Park, CA 91303, USA",91303
5/17/2013,132110100,5/1/2013,900,21,Topanga,2143,354,THEFT OF IDENTITY,IC,Invest Cont,22800         ERWIN                        ST,,"(34.1828, -118.6234)","22800-22816 Erwin St, Woodland Hills, CA 91367, USA",91367
5/28/2013,132110576,5/1/2013,800,21,Topanga,2139,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,20100         SHERMAN                      WY,,"(34.201, -118.571)","20100-20112 Sherman Way, Winnetka, CA 91306, USA",91306
6/4/2013,132110918,5/1/2013,900,21,Topanga,2133,956,"LETTERS, LEWD",IC,Invest Cont, 7300         MAYNARD                      AV,,"(34.2033, -118.6218)","7316 Maynard Ave, West Hills, CA 91307, USA",91307
6/13/2013,132111364,5/1/2013,700,21,Topanga,2156,354,THEFT OF IDENTITY,IC,Invest Cont, 6300         CANOGA                       AV,,"(34.1829, -118.5975)","6201-6243 Canoga Ave, Woodland Hills, CA 91367, USA",91367
7/1/2013,132112113,5/1/2013,600,21,Topanga,2146,354,THEFT OF IDENTITY,IC,Invest Cont, 6800         JORDAN                       AV,,"(34.1938, -118.6029)","21801-21839 Vanowen St, Canoga Park, CA 91303, USA",91303
7/2/2013,132112148,5/1/2013,800,21,Topanga,2169,956,"LETTERS, LEWD",AO,Adult Other, 6000         OAKDALE                      AV,,"(34.1794, -118.5657)","19900-19948 Oxnard St, Woodland Hills, CA 91367, USA",91367
